url,inside
http://mlb.nbcsports.com/2018/02/12/former-mlb-pitcher-esteban-loaiza-arrested-with-44-pounds-of-heroin-and-cocaine/?cid=eref%3Anbcnews%3Atext,N_OK
https://www.nbcnews.com/health/health-news,OK
http://parenttoolkit.com/,N_OK
https://media1.s-nbcnews.com/j/newscms/2018_05/2316581/180204-calysta-feedkind-protein-se-850p_b5f3111056eb1ea4f2fac7f538f1e0bb.nbcnews-fp-320-280.jpg,N_OK
https://www.nbcnews.com/news/world,OK
https://www.nbcnews.com/pop-culture/movies/black-panther-marks-milestone-black-culture-s-impact-hollywood-n846891,OK
https://media3.s-nbcnews.com/j/newscms/2018_06/2321471/destiny_brooks2_ef69b4030c4223c86915354c7da3c4fb.nbcnews-fp-320-240.jpg,N_OK
https://media2.s-nbcnews.com/j/newscms/2017_42/2195081/171019-bfr-spacex-rocket-mn-1210_6f5c91e9dbee8a4d7d533eb9cd017837.nbcnews-fp-320-280.jpg,N_OK
http://www.msnbc.com/,N_OK
https://www.nbcolympics.com/news/chloe-kim-was-hungry-gold-and-also-sandwich/?cid=eref%3Anbcnews%3Atext,N_OK
https://www.nbcnews.com/feature/nbc-out/gay-alumni-raise-300-000-defunded-u-tennessee-lgbtq-center-n846871,OK
https://media1.s-nbcnews.com/j/newscms/2018_07/2326481/917552594-e1518488693572_6acc8f520c845df73822dfd350cba5e8.nbcnews-fp-320-240.jpg,N_OK
https://nodeassets.nbcnews.com/,N_OK
https://www.nbcnews.com/pop-culture/celebrity,OK
https://www.nbcnews.com/politics/congress/when-military-deployment-costs-spouse-their-job-n846356,OK
https://media2.s-nbcnews.com/j/newscms/2018_06/2323836/180209-botox-injection-2002-ac-853p_fc616a4cb2ead259494d29f1dd1a7485.nbcnews-fp-320-280.jpg,N_OK
https://media4.s-nbcnews.com/j/msnbc/components/video/201802/b_inv_propertybrothers_170212.nbcnews-fp-320-240.jpg,N_OK
https://media2.s-nbcnews.com/j/newscms/2018_07/2325636/180212-donald-trump-mn-1215_eb776d8845eb98420a9ceb9b195571f9.nbcnews-fp-320-240.jpg,N_OK
https://media4.s-nbcnews.com/j/newscms/2018_07/2326326/180212-chloe-kim-ac-844p_fd88cf0d2fd82a5d4d38c1ed0508d3ca.nbcnews-fp-320-280.jpg,N_OK
